Date/Time,Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 07/21  20:00:00,7151859.673305109,0.0,3169182.218505108,35883105.56824395,35883105.56824395,0.0 
 07/21  20:15:00,11776219.264331952,4624359.591026841,3169182.218505108 
 07/21  20:30:00,9885227.39425755,2733367.72095244,3169182.218505108 
 07/21  20:45:00,7151859.673305109,0.0,3169182.218505108 
 07/21  21:00:00,11610110.368726179,4458250.695421069,3169182.218505108,40423416.700620785,40423416.700620785,0.0 
 07/21  21:15:00,9825730.103161406,2673870.429856296,3169182.218505108 
 07/21  21:30:00,7151859.673305109,0.0,3169182.218505108 
 07/21  21:45:00,11472038.384582054,4320178.711276943,3169182.218505108 
 07/21  22:00:00,9776479.227803612,2624619.554498503,3169182.218505108,38226107.38885218,38226107.38885217,0.0 
 07/21  22:15:00,7151859.673305109,0.0,3169182.218505108 
 07/21  22:30:00,11371751.23773041,4219891.5644253,3169182.218505108 
 07/21  22:45:00,9715359.410702625,2563499.7373975175,3169182.218505108 
 07/21  23:00:00,7151859.673305109,0.0,3169182.218505108,35390829.995043255,35390829.995043255,0.0 
 07/21  23:15:00,11293939.066993406,4142079.3936882946,3169182.218505108 
 07/21  23:30:00,9680992.248293165,2529132.5749880555,3169182.218505108 
 07/21  23:45:00,7151859.673305109,0.0,3169182.218505108 
 07/21  24:00:00,11244301.31331437,4092441.6400092617,3169182.218505108,39371092.30190605,39371092.30190605,0.0 
